Datetime,C1,C2,T (° F),water temperature,specific conductance,salinity,DO,pH,turbidity1,turbidity2
2018-12-04 23:31:00,1.599,2.207,50.4,5.5,44800,29.0,10.9,8.1,5.4,
2018-12-04 23:32:00,1.6,2.209,50.4,5.5,44800,29.0,10.9,8.1,5.4,
2018-12-04 23:33:00,1.599,2.204,50.4,5.5,44800,29.0,10.9,8.1,5.4,
2018-12-04 23:34:00,1.6,2.215,50.4,5.5,44800,29.0,10.9,8.1,5.4,
2018-12-04 23:35:00,1.6,2.227,50.4,5.5,44800,29.0,10.9,8.1,5.4,
2018-12-04 23:36:00,1.6,2.23,50.4,5.5,44800,29.0,11.0,8.1,5.1,
2018-12-04 23:37:00,1.601,2.238,50.4,5.5,44800,29.0,11.0,8.1,5.1,
2018-12-04 23:38:00,1.601,2.234,50.4,5.5,44800,29.0,11.0,8.1,5.1,
2018-12-04 23:39:00,1.601,2.221,50.4,5.5,44800,29.0,11.0,8.1,5.1,
2018-12-04 23:40:00,1.602,2.217,50.4,5.5,44800,29.0,11.0,8.1,5.1,
2018-12-04 23:41:00,1.602,2.213,50.4,5.5,44800,29.0,11.0,8.1,5.1,
2018-12-04 23:42:00,1.6,2.201,50.4,5.5,44800,29.0,10.9,8.1,5.2,
2018-12-04 23:43:00,1.601,2.217,50.3,5.5,44800,29.0,10.9,8.1,5.2,
2018-12-04 23:44:00,1.6,2.239,50.3,5.5,44800,29.0,10.9,8.1,5.2,
2018-12-04 23:45:00,1.6,2.235,50.3,5.5,44800,29.0,10.9,8.1,5.2,
2018-12-04 23:46:00,1.6,2.228,50.3,5.5,44800,29.0,10.9,8.1,5.2,
2018-12-04 23:47:00,1.601,2.224,50.3,5.5,44800,29.0,10.9,8.1,5.2,
2018-12-04 23:48:00,1.601,2.218,50.3,5.5,44900,29.0,10.9,8.1,5.1,
2018-12-04 23:49:00,1.6,2.206,50.3,5.5,44900,29.0,10.9,8.1,5.1,
2018-12-04 23:50:00,1.6,2.202,50.3,5.5,44900,29.0,10.9,8.1,5.1,
2018-12-04 23:51:00,1.599,2.201,50.3,5.5,44900,29.0,10.9,8.1,5.1,
2018-12-04 23:52:00,1.6,2.195,50.3,5.5,44900,29.0,10.9,8.1,5.1,
2018-12-04 23:53:00,1.6,2.183,50.3,5.5,44900,29.0,10.9,8.1,5.1,
2018-12-04 23:54:00,1.6,2.181,50.3,5.5,44800,29.0,10.9,8.1,5.1,
2018-12-04 23:55:00,1.6,2.189,50.3,5.5,44800,29.0,10.9,8.1,5.1,
2018-12-04 23:56:00,1.602,2.188,50.3,5.5,44800,29.0,10.9,8.1,5.1,
2018-12-04 23:57:00,1.601,2.188,50.3,5.5,44800,29.0,10.9,8.1,5.1,
2018-12-04 23:58:00,1.601,2.187,50.3,5.5,44800,29.0,10.9,8.1,5.1,
2018-12-04 23:59:00,1.601,2.183,50.3,5.5,44800,29.0,10.9,8.1,5.1,
2018-12-05 00:00:00,1.602,2.179,50.3,5.4,44800,29.0,11.0,8.1,5.1,
2018-12-05 00:01:00,1.602,2.181,50.3,5.4,44800,29.0,11.0,8.1,5.1,
2018-12-05 00:02:00,1.604,2.179,50.3,5.4,44800,29.0,11.0,8.1,5.1,
2018-12-05 00:03:00,1.604,2.182,50.3,5.4,44800,29.0,11.0,8.1,5.1,
2018-12-05 00:04:00,1.607,2.184,50.3,5.4,44800,29.0,11.0,8.1,5.1,
2018-12-05 00:05:00,1.606,2.19,50.3,5.4,44800,29.0,11.0,8.1,5.1,
2018-12-05 00:06:00,1.606,2.184,50.3,5.4,44800,29.0,10.9,8.1,5.1,
2018-12-05 00:07:00,1.607,2.173,50.3,5.4,44800,29.0,10.9,8.1,5.1,
2018-12-05 00:08:00,1.606,2.175,50.3,5.4,44800,29.0,10.9,8.1,5.1,
2018-12-05 00:09:00,1.607,2.172,50.3,5.4,44800,29.0,10.9,8.1,5.1,
2018-12-05 00:10:00,1.607,2.174,50.3,5.4,44800,29.0,10.9,8.1,5.1,
2018-12-05 00:11:00,1.609,2.168,50.3,5.4,44800,29.0,10.9,8.1,5.1,
2018-12-05 00:12:00,1.61,2.168,50.3,5.4,44800,29.0,11.0,8.1,5.1,
2018-12-05 00:13:00,1.608,2.163,50.3,5.4,44800,29.0,11.0,8.1,5.1,
2018-12-05 00:14:00,1.612,2.161,50.3,5.4,44800,29.0,11.0,8.1,5.1,
2018-12-05 00:15:00,1.612,2.179,50.3,5.4,44800,29.0,11.0,8.1,5.1,
2018-12-05 00:16:00,1.611,2.181,50.3,5.4,44800,29.0,11.0,8.1,5.1,
2018-12-05 00:17:00,1.616,2.186,50.3,5.4,44800,29.0,11.0,8.1,5.1,
2018-12-05 00:18:00,1.616,2.189,50.3,5.4,44800,29.0,11.0,8.1,5.3,
2018-12-05 00:19:00,1.616,2.19,50.3,5.4,44800,29.0,11.0,8.1,5.3,
2018-12-05 00:20:00,1.618,2.188,50.4,5.4,44800,29.0,11.0,8.1,5.3,
2018-12-05 00:21:00,1.617,2.179,50.4,5.4,44800,29.0,11.0,8.1,5.3,
2018-12-05 00:22:00,1.615,2.177,50.4,5.4,44800,29.0,11.0,8.1,5.3,
2018-12-05 00:23:00,1.613,2.178,50.4,5.4,44800,29.0,11.0,8.1,5.3,
2018-12-05 00:24:00,1.617,2.175,50.4,5.4,44800,29.0,11.0,8.1,5.2,
2018-12-05 00:25:00,1.617,2.171,50.4,5.4,44800,29.0,11.0,8.1,5.2,
2018-12-05 00:26:00,1.617,2.174,50.4,5.4,44800,29.0,11.0,8.1,5.2,
2018-12-05 00:27:00,1.616,2.178,50.4,5.4,44800,29.0,11.0,8.1,5.2,
2018-12-05 00:28:00,1.616,2.185,50.4,5.4,44800,29.0,11.0,8.1,5.2,
2018-12-05 00:30:00,1.615,2.186,50.4,5.4,44800,29.0,10.9,8.1,5.1,
