Datetime,C1,C2,T (° F),water temperature,specific conductance,salinity,DO,pH,turbidity1,turbidity2
2018-12-04 18:47:00,1.537,2.208,50.6,6.0,44900,29.0,11.0,8.1,5.1,
2018-12-04 18:48:00,1.543,2.204,50.6,6.0,44900,29.0,11.0,8.1,5.0,
2018-12-04 18:49:00,1.544,2.209,50.6,6.0,44900,29.0,11.0,8.1,5.0,
2018-12-04 18:50:00,1.541,2.212,50.6,6.0,44900,29.0,11.0,8.1,5.0,
2018-12-04 18:51:00,1.543,2.2,50.6,6.0,44900,29.0,11.0,8.1,5.0,
2018-12-04 18:52:00,1.542,2.197,50.6,6.0,44900,29.0,11.0,8.1,5.0,
2018-12-04 18:53:00,1.545,2.189,50.6,6.0,44900,29.0,11.0,8.1,5.0,
2018-12-04 18:54:00,1.549,2.193,50.6,6.0,44900,29.0,11.0,8.1,4.9,
2018-12-04 18:55:00,1.544,2.196,50.6,6.0,44900,29.0,11.0,8.1,4.9,
2018-12-04 18:56:00,1.539,2.202,50.6,6.0,44900,29.0,11.0,8.1,4.9,
2018-12-04 18:57:00,1.543,2.215,50.6,6.0,44900,29.0,11.0,8.1,4.9,
2018-12-04 18:58:00,1.55,2.223,50.6,6.0,44900,29.0,11.0,8.1,4.9,
2018-12-04 18:59:00,1.549,2.223,50.6,6.0,44900,29.0,11.0,8.1,4.9,
2018-12-04 19:00:00,1.546,2.229,50.6,6.0,44900,29.0,11.0,8.1,5.1,
2018-12-04 19:01:00,1.544,2.236,50.6,6.0,44900,29.0,11.0,8.1,5.1,
2018-12-04 19:02:00,1.552,2.236,50.6,6.0,44900,29.0,11.0,8.1,5.1,
2018-12-04 19:03:00,1.551,2.235,50.6,6.0,44900,29.0,11.0,8.1,5.1,
2018-12-04 19:04:00,1.553,2.234,50.6,6.0,44900,29.0,11.0,8.1,5.1,
2018-12-04 19:05:00,1.552,2.232,50.6,6.0,44900,29.0,11.0,8.1,5.1,
2018-12-04 19:06:00,1.551,2.22,50.6,6.0,44900,29.0,11.0,8.1,4.9,
2018-12-04 19:07:00,1.554,2.215,50.6,6.0,44900,29.0,11.0,8.1,4.9,
2018-12-04 19:08:00,1.558,2.21,50.6,6.0,44900,29.0,11.0,8.1,4.9,
2018-12-04 19:09:00,1.558,2.205,50.6,6.0,44900,29.0,11.0,8.1,4.9,
2018-12-04 19:10:00,1.558,2.205,50.6,6.0,44900,29.0,11.0,8.1,4.9,
2018-12-04 19:11:00,1.557,2.214,50.6,6.0,44900,29.0,11.0,8.1,4.9,
2018-12-04 19:12:00,1.554,2.213,50.6,6.0,44900,29.0,11.0,8.1,5.0,
2018-12-04 19:13:00,1.562,2.215,50.6,6.0,44900,29.0,11.0,8.1,5.0,
2018-12-04 19:14:00,1.56,2.209,50.6,6.0,44900,29.0,11.0,8.1,5.0,
2018-12-04 19:15:00,1.559,2.207,50.6,6.0,44900,29.0,11.0,8.1,5.0,
2018-12-04 19:16:00,1.565,2.21,50.6,6.0,44900,29.0,11.0,8.1,5.0,
2018-12-04 19:17:00,1.563,2.202,50.6,6.0,44900,29.0,11.0,8.1,5.0,
2018-12-04 19:18:00,1.564,2.21,50.6,6.0,44900,29.0,10.9,8.1,5.0,
2018-12-04 19:19:00,1.566,2.215,50.6,6.0,44900,29.0,10.9,8.1,5.0,
2018-12-04 19:20:00,1.564,2.229,50.6,6.0,44900,29.0,10.9,8.1,5.0,
2018-12-04 19:21:00,1.566,2.238,50.6,6.0,44900,29.0,10.9,8.1,5.0,
2018-12-04 19:22:00,1.563,2.231,50.6,6.0,44900,29.0,10.9,8.1,5.0,
2018-12-04 19:23:00,1.566,2.234,50.6,6.0,44900,29.0,10.9,8.1,5.0,
2018-12-04 19:24:00,1.565,2.241,50.6,6.0,44900,29.0,10.9,8.1,5.1,
2018-12-04 19:25:00,1.565,2.243,50.6,6.0,44900,29.0,10.9,8.1,5.1,
2018-12-04 19:26:00,1.571,2.244,50.6,6.0,44900,29.0,10.9,8.1,5.1,
2018-12-04 19:27:00,1.57,2.244,50.6,6.0,44900,29.0,10.9,8.1,5.1,
2018-12-04 19:28:00,1.572,2.252,50.6,6.0,44900,29.0,10.9,8.1,5.1,
2018-12-04 19:29:00,1.57,2.249,50.6,6.0,44900,29.0,10.9,8.1,5.1,
2018-12-04 19:30:00,1.572,2.262,50.6,6.0,44900,29.0,11.0,8.1,5.0,
2018-12-04 19:31:00,1.572,2.255,50.6,6.0,44900,29.0,11.0,8.1,5.0,
2018-12-04 19:32:00,1.572,2.25,50.5,6.0,44900,29.0,11.0,8.1,5.0,
2018-12-04 19:33:00,1.572,2.258,50.5,6.0,44900,29.0,11.0,8.1,5.0,
2018-12-04 19:34:00,1.573,2.264,50.5,6.0,44900,29.0,11.0,8.1,5.0,
2018-12-04 19:35:00,1.57,2.257,50.5,6.0,44900,29.0,11.0,8.1,5.0,
2018-12-04 19:36:00,1.57,2.256,50.5,6.0,44900,29.0,10.9,8.1,5.2,
2018-12-04 19:37:00,1.571,2.258,50.5,6.0,44900,29.0,10.9,8.1,5.2,
2018-12-04 19:38:00,1.569,2.259,50.5,6.0,44900,29.0,10.9,8.1,5.2,
2018-12-04 19:39:00,1.568,2.256,50.5,6.0,44900,29.0,10.9,8.1,5.2,
2018-12-04 19:40:00,1.57,2.257,50.5,6.0,44900,29.0,10.9,8.1,5.2,
2018-12-04 19:41:00,1.569,2.254,50.5,6.0,44900,29.0,10.9,8.1,5.2,
2018-12-04 19:42:00,1.569,2.251,50.5,6.0,44900,29.0,11.0,8.1,5.1,
2018-12-04 19:43:00,1.57,2.258,50.5,6.0,44900,29.0,11.0,8.1,5.1,
2018-12-04 19:44:00,1.572,2.251,50.5,6.0,44900,29.0,11.0,8.1,5.1,
2018-12-04 19:45:00,1.572,2.248,50.5,6.0,44900,29.0,11.0,8.1,5.1,
2018-12-04 19:46:00,1.573,2.245,50.5,6.0,44900,29.0,11.0,8.1,5.1,
2018-12-04 19:47:00,1.573,2.246,50.5,6.0,44900,29.0,11.0,8.1,5.1,
2018-12-04 19:48:00,1.572,2.253,50.5,5.9,44900,29.0,11.0,8.1,5.3,
2018-12-04 19:49:00,1.57,2.256,50.5,5.9,44900,29.0,11.0,8.1,5.3,
2018-12-04 19:50:00,1.571,2.26,50.5,5.9,44900,29.0,11.0,8.1,5.3,
2018-12-04 19:51:00,1.572,2.264,50.5,5.9,44900,29.0,11.0,8.1,5.3,
2018-12-04 19:52:00,1.574,2.256,50.5,5.9,44900,29.0,11.0,8.1,5.3,
2018-12-04 19:53:00,1.576,2.247,50.5,5.9,44900,29.0,11.0,8.1,5.3,
2018-12-04 19:54:00,1.577,2.245,50.5,5.9,44900,29.0,10.9,8.1,5.3,
2018-12-04 19:55:00,1.577,2.246,50.5,5.9,44900,29.0,10.9,8.1,5.3,
2018-12-04 19:56:00,1.577,2.263,50.5,5.9,44900,29.0,10.9,8.1,5.3,
2018-12-04 19:57:00,1.579,2.265,50.5,5.9,44900,29.0,10.9,8.1,5.3,
2018-12-04 19:58:00,1.578,2.258,50.5,5.9,44900,29.0,10.9,8.1,5.3,
2018-12-04 19:59:00,1.574,2.252,50.5,5.9,44900,29.0,10.9,8.1,5.3,
2018-12-04 20:00:00,1.573,2.242,50.5,5.9,44900,29.0,11.0,8.1,4.3,
2018-12-04 20:01:00,1.575,2.243,50.5,5.9,44900,29.0,11.0,8.1,4.3,
2018-12-04 20:02:00,1.575,2.251,50.5,5.9,44900,29.0,11.0,8.1,4.3,
2018-12-04 20:03:00,1.579,2.252,50.5,5.9,44900,29.0,11.0,8.1,4.3,
2018-12-04 20:04:00,1.579,2.263,50.5,5.9,44900,29.0,11.0,8.1,4.3,
2018-12-04 20:05:00,1.581,2.266,50.5,5.9,44900,29.0,11.0,8.1,4.3,
2018-12-04 20:06:00,1.579,2.261,50.5,5.9,44900,29.0,11.0,8.1,5.3,
2018-12-04 20:07:00,1.582,2.256,50.5,5.9,44900,29.0,11.0,8.1,5.3,
2018-12-04 20:08:00,1.583,2.251,50.5,5.9,44900,29.0,11.0,8.1,5.3,
2018-12-04 20:09:00,1.583,2.245,50.5,5.9,44900,29.0,11.0,8.1,5.3,
2018-12-04 20:10:00,1.582,2.243,50.5,5.9,44900,29.0,11.0,8.1,5.3,
2018-12-04 20:11:00,1.583,2.252,50.5,5.9,44900,29.0,11.0,8.1,5.3,
2018-12-04 20:12:00,1.583,2.259,50.5,5.9,44900,29.0,11.0,8.1,5.2,
2018-12-04 20:13:00,1.581,2.262,50.5,5.9,44900,29.0,11.0,8.1,5.2,
2018-12-04 20:14:00,1.582,2.263,50.5,5.9,44900,29.0,11.0,8.1,5.2,
2018-12-04 20:15:00,1.583,2.268,50.5,5.9,44900,29.0,11.0,8.1,5.2,
2018-12-04 20:16:00,1.583,2.263,50.5,5.9,44900,29.0,11.0,8.1,5.2,
2018-12-04 20:17:00,1.582,2.261,50.5,5.9,44900,29.0,11.0,8.1,5.2,
2018-12-04 20:18:00,1.583,2.26,50.5,5.9,44900,29.0,11.0,8.1,5.4,
2018-12-04 20:19:00,1.582,2.264,50.5,5.9,44900,29.0,11.0,8.1,5.4,
2018-12-04 20:20:00,1.583,2.274,50.5,5.9,44900,29.0,11.0,8.1,5.4,
2018-12-04 20:21:00,1.583,2.272,50.5,5.9,44900,29.0,11.0,8.1,5.4,
2018-12-04 20:22:00,1.582,2.265,50.5,5.9,44900,29.0,11.0,8.1,5.4,
2018-12-04 20:23:00,1.583,2.255,50.5,5.9,44900,29.0,11.0,8.1,5.4,
2018-12-04 20:24:00,1.582,2.253,50.5,5.9,44900,29.0,11.0,8.1,5.3,
2018-12-04 20:25:00,1.581,2.252,50.5,5.9,44900,29.0,11.0,8.1,5.3,
2018-12-04 20:26:00,1.581,2.248,50.5,5.9,44900,29.0,11.0,8.1,5.3,
2018-12-04 20:27:00,1.583,2.241,50.5,5.9,44900,29.0,11.0,8.1,5.3,
2018-12-04 20:28:00,1.583,2.248,50.5,5.9,44900,29.0,11.0,8.1,5.3,
2018-12-04 20:29:00,1.584,2.254,50.5,5.9,44900,29.0,11.0,8.1,5.3,
2018-12-04 20:30:00,1.584,2.251,50.5,5.9,44900,29.0,11.0,8.1,5.2,
2018-12-04 20:31:00,1.586,2.254,50.5,5.9,44900,29.0,11.0,8.1,5.2,
2018-12-04 20:32:00,1.584,2.256,50.5,5.9,44900,29.0,11.0,8.1,5.2,
2018-12-04 20:33:00,1.584,2.244,50.5,5.9,44900,29.0,11.0,8.1,5.2,
2018-12-04 20:34:00,1.585,2.238,50.5,5.9,44900,29.0,11.0,8.1,5.2,
2018-12-04 20:35:00,1.584,2.234,50.5,5.9,44900,29.0,11.0,8.1,5.2,
2018-12-04 20:36:00,1.584,2.243,50.5,5.8,44900,29.0,11.0,8.1,5.2,
2018-12-04 20:37:00,1.583,2.245,50.5,5.8,44900,29.0,11.0,8.1,5.2,
2018-12-04 20:38:00,1.583,2.241,50.5,5.8,44900,29.0,11.0,8.1,5.2,
2018-12-04 20:39:00,1.584,2.242,50.5,5.8,44900,29.0,11.0,8.1,5.2,
2018-12-04 20:40:00,1.585,2.243,50.5,5.8,44900,29.0,11.0,8.1,5.2,
2018-12-04 20:41:00,1.584,2.241,50.5,5.8,44900,29.0,11.0,8.1,5.2,
2018-12-04 20:42:00,1.583,2.234,50.5,5.8,44900,29.0,11.0,8.1,5.3,
2018-12-04 20:43:00,1.582,2.235,50.5,5.8,44900,29.0,11.0,8.1,5.3,
2018-12-04 20:44:00,1.583,2.236,50.5,5.8,44900,29.0,11.0,8.1,5.3,
2018-12-04 20:45:00,1.584,2.235,50.5,5.8,44900,29.0,11.0,8.1,5.3,
2018-12-04 20:46:00,1.585,2.243,50.5,5.8,44900,29.0,11.0,8.1,5.3,
2018-12-04 20:47:00,1.585,2.243,50.5,5.8,44900,29.0,11.0,8.1,5.3,
2018-12-04 20:48:00,1.584,2.248,50.5,5.8,44900,29.0,11.0,8.1,5.3,
2018-12-04 20:49:00,1.586,2.249,50.5,5.8,44900,29.0,11.0,8.1,5.3,
2018-12-04 20:50:00,1.589,2.246,50.5,5.8,44900,29.0,11.0,8.1,5.3,
2018-12-04 20:51:00,1.59,2.237,50.5,5.8,44900,29.0,11.0,8.1,5.3,
2018-12-04 20:52:00,1.589,2.235,50.5,5.8,44900,29.0,11.0,8.1,5.3,
2018-12-04 20:53:00,1.591,2.234,50.5,5.8,44900,29.0,11.0,8.1,5.3,
2018-12-04 20:54:00,1.591,2.239,50.5,5.8,44900,29.0,10.9,8.1,5.2,
2018-12-04 20:55:00,1.592,2.242,50.5,5.8,44900,29.0,10.9,8.1,5.2,
2018-12-04 20:56:00,1.592,2.245,50.5,5.8,44900,29.0,10.9,8.1,5.2,
2018-12-04 20:57:00,1.592,2.241,50.5,5.8,44900,29.0,10.9,8.1,5.2,
2018-12-04 20:58:00,1.592,2.24,50.5,5.8,44900,29.0,10.9,8.1,5.2,
2018-12-04 20:59:00,1.591,2.238,50.5,5.8,44900,29.0,10.9,8.1,5.2,
2018-12-04 21:00:00,1.593,2.233,50.5,5.8,44900,29.0,10.9,8.1,5.2,
2018-12-04 21:01:00,1.595,2.244,50.5,5.8,44900,29.0,10.9,8.1,5.2,
2018-12-04 21:02:00,1.593,2.249,50.5,5.8,44900,29.0,10.9,8.1,5.2,
2018-12-04 21:03:00,1.592,2.249,50.5,5.8,44900,29.0,10.9,8.1,5.2,
2018-12-04 21:04:00,1.592,2.249,50.5,5.8,44900,29.0,10.9,8.1,5.2,
2018-12-04 21:05:00,1.593,2.244,50.5,5.8,44900,29.0,10.9,8.1,5.2,
2018-12-04 21:06:00,1.595,2.243,50.5,5.8,44900,29.0,11.0,8.1,5.2,
2018-12-04 21:07:00,1.595,2.228,50.5,5.8,44900,29.0,11.0,8.1,5.2,
2018-12-04 21:08:00,1.595,2.223,50.5,5.8,44900,29.0,11.0,8.1,5.2,
2018-12-04 21:09:00,1.594,2.222,50.5,5.8,44900,29.0,11.0,8.1,5.2,
2018-12-04 21:10:00,1.595,2.213,50.5,5.8,44900,29.0,11.0,8.1,5.2,
2018-12-04 21:11:00,1.594,2.207,50.5,5.8,44900,29.0,11.0,8.1,5.2,
2018-12-04 21:12:00,1.593,2.214,50.5,5.8,44900,29.0,10.9,8.1,5.2,
2018-12-04 21:13:00,1.594,2.23,50.5,5.8,44900,29.0,10.9,8.1,5.2,
2018-12-04 21:14:00,1.594,2.244,50.5,5.8,44900,29.0,10.9,8.1,5.2,
2018-12-04 21:15:00,1.593,2.244,50.5,5.8,44900,29.0,10.9,8.1,5.2,
2018-12-04 21:16:00,1.592,2.251,50.5,5.8,44900,29.0,10.9,8.1,5.2,
2018-12-04 21:17:00,1.593,2.258,50.5,5.8,44900,29.0,10.9,8.1,5.2,
2018-12-04 21:18:00,1.594,2.252,50.5,5.7,44900,29.0,11.0,8.1,5.1,
2018-12-04 21:19:00,1.593,2.248,50.5,5.7,44900,29.0,11.0,8.1,5.1,
2018-12-04 21:20:00,1.593,2.25,50.5,5.7,44900,29.0,11.0,8.1,5.1,
2018-12-04 21:21:00,1.591,2.251,50.5,5.7,44900,29.0,11.0,8.1,5.1,
2018-12-04 21:22:00,1.591,2.256,50.5,5.7,44900,29.0,11.0,8.1,5.1,
2018-12-04 21:23:00,1.591,2.251,50.5,5.7,44900,29.0,11.0,8.1,5.1,
2018-12-04 21:24:00,1.59,2.243,50.5,5.7,44900,29.0,10.9,8.1,5.1,
2018-12-04 21:25:00,1.591,2.244,50.5,5.7,44900,29.0,10.9,8.1,5.1,
2018-12-04 21:26:00,1.59,2.249,50.5,5.7,44900,29.0,10.9,8.1,5.1,
2018-12-04 21:27:00,1.592,2.252,50.5,5.7,44900,29.0,10.9,8.1,5.1,
2018-12-04 21:28:00,1.593,2.251,50.5,5.7,44900,29.0,10.9,8.1,5.1,
2018-12-04 21:29:00,1.592,2.252,50.5,5.7,44900,29.0,10.9,8.1,5.1,
2018-12-04 21:30:00,1.589,2.245,50.5,5.7,44900,29.0,11.0,8.1,5.1,
2018-12-04 21:31:00,1.592,2.246,50.5,5.7,44900,29.0,11.0,8.1,5.1,
2018-12-04 21:32:00,1.593,2.254,50.5,5.7,44900,29.0,11.0,8.1,5.1,
2018-12-04 21:33:00,1.592,2.251,50.5,5.7,44900,29.0,11.0,8.1,5.1,
2018-12-04 21:34:00,1.593,2.255,50.5,5.7,44900,29.0,11.0,8.1,5.1,
2018-12-04 21:35:00,1.591,2.247,50.5,5.7,44900,29.0,11.0,8.1,5.1,
2018-12-04 21:36:00,1.594,2.24,50.5,5.7,44800,29.0,10.9,8.1,5.1,
2018-12-04 21:37:00,1.595,2.236,50.5,5.7,44800,29.0,10.9,8.1,5.1,
2018-12-04 21:38:00,1.594,2.242,50.5,5.7,44800,29.0,10.9,8.1,5.1,
2018-12-04 21:39:00,1.593,2.237,50.5,5.7,44800,29.0,10.9,8.1,5.1,
2018-12-04 21:40:00,1.593,2.232,50.5,5.7,44800,29.0,10.9,8.1,5.1,
2018-12-04 21:41:00,1.593,2.227,50.5,5.7,44800,29.0,10.9,8.1,5.1,
2018-12-04 21:42:00,1.595,2.224,50.5,5.7,44800,29.0,10.9,8.1,5.1,
2018-12-04 21:43:00,1.595,2.217,50.5,5.7,44800,29.0,10.9,8.1,5.1,
2018-12-04 21:44:00,1.596,2.217,50.5,5.7,44800,29.0,10.9,8.1,5.1,
2018-12-04 21:45:00,1.596,2.214,50.5,5.7,44800,29.0,10.9,8.1,5.1,
2018-12-04 21:46:00,1.598,2.21,50.5,5.7,44800,29.0,10.9,8.1,5.1,
2018-12-04 21:47:00,1.597,2.205,50.5,5.7,44800,29.0,10.9,8.1,5.1,
2018-12-04 21:48:00,1.595,2.208,50.5,5.6,44800,29.0,11.0,8.1,8.7,
2018-12-04 21:49:00,1.596,2.229,50.5,5.6,44800,29.0,11.0,8.1,8.7,
2018-12-04 21:50:00,1.598,2.229,50.5,5.6,44800,29.0,11.0,8.1,8.7,
2018-12-04 21:51:00,1.595,2.227,50.5,5.6,44800,29.0,11.0,8.1,8.7,
2018-12-04 21:52:00,1.595,2.229,50.5,5.6,44800,29.0,11.0,8.1,8.7,
2018-12-04 21:53:00,1.597,2.229,50.5,5.6,44800,29.0,11.0,8.1,8.7,
2018-12-04 21:54:00,1.599,2.23,50.5,5.6,44800,29.0,11.0,8.1,5.1,
2018-12-04 21:55:00,1.598,2.231,50.5,5.6,44800,29.0,11.0,8.1,5.1,
2018-12-04 21:56:00,1.597,2.23,50.5,5.6,44800,29.0,11.0,8.1,5.1,
2018-12-04 21:57:00,1.596,2.213,50.5,5.6,44800,29.0,11.0,8.1,5.1,
2018-12-04 21:58:00,1.596,2.223,50.5,5.6,44800,29.0,11.0,8.1,5.1,
2018-12-04 21:59:00,1.598,2.224,50.5,5.6,44800,29.0,11.0,8.1,5.1,
2018-12-04 22:00:00,1.595,2.226,50.5,5.6,44800,29.0,10.9,8.1,5.2,
2018-12-04 22:01:00,1.594,2.229,50.4,5.6,44800,29.0,10.9,8.1,5.2,
2018-12-04 22:02:00,1.595,2.232,50.4,5.6,44800,29.0,10.9,8.1,5.2,
2018-12-04 22:03:00,1.597,2.224,50.4,5.6,44800,29.0,10.9,8.1,5.2,
2018-12-04 22:04:00,1.598,2.222,50.4,5.6,44800,29.0,10.9,8.1,5.2,
2018-12-04 22:05:00,1.598,2.223,50.4,5.6,44800,29.0,10.9,8.1,5.2,
2018-12-04 22:06:00,1.596,2.225,50.4,5.6,44800,29.0,11.0,8.1,5.1,
2018-12-04 22:07:00,1.596,2.232,50.4,5.6,44800,29.0,11.0,8.1,5.1,
2018-12-04 22:08:00,1.596,2.237,50.5,5.6,44800,29.0,11.0,8.1,5.1,
2018-12-04 22:09:00,1.596,2.231,50.5,5.6,44800,29.0,11.0,8.1,5.1,
2018-12-04 22:10:00,1.597,2.237,50.5,5.6,44800,29.0,11.0,8.1,5.1,
2018-12-04 22:11:00,1.597,2.247,50.5,5.6,44800,29.0,11.0,8.1,5.1,
2018-12-04 22:12:00,1.597,2.251,50.4,5.6,44800,29.0,11.0,8.1,5.2,
2018-12-04 22:13:00,1.596,2.245,50.4,5.6,44800,29.0,11.0,8.1,5.2,
2018-12-04 22:14:00,1.597,2.248,50.4,5.6,44800,29.0,11.0,8.1,5.2,
2018-12-04 22:15:00,1.596,2.248,50.4,5.6,44800,29.0,11.0,8.1,5.2,
2018-12-04 22:16:00,1.597,2.259,50.4,5.6,44800,29.0,11.0,8.1,5.2,
2018-12-04 22:17:00,1.595,2.26,50.4,5.6,44800,29.0,11.0,8.1,5.2,
2018-12-04 22:18:00,1.595,2.248,50.4,5.6,44800,29.0,10.9,8.1,5.2,
2018-12-04 22:19:00,1.598,2.237,50.4,5.6,44800,29.0,10.9,8.1,5.2,
2018-12-04 22:20:00,1.598,2.238,50.4,5.6,44800,29.0,10.9,8.1,5.2,
2018-12-04 22:21:00,1.597,2.224,50.4,5.6,44800,29.0,10.9,8.1,5.2,
2018-12-04 22:22:00,1.598,2.217,50.4,5.6,44800,29.0,10.9,8.1,5.2,
2018-12-04 22:23:00,1.597,2.223,50.4,5.6,44800,29.0,10.9,8.1,5.2,
2018-12-04 22:24:00,1.597,2.225,50.4,5.6,44800,29.0,10.9,8.1,5.3,
2018-12-04 22:25:00,1.598,2.228,50.4,5.6,44800,29.0,10.9,8.1,5.3,
2018-12-04 22:26:00,1.597,2.227,50.4,5.6,44800,29.0,10.9,8.1,5.3,
2018-12-04 22:27:00,1.598,2.227,50.4,5.6,44800,29.0,10.9,8.1,5.3,
2018-12-04 22:28:00,1.597,2.224,50.4,5.6,44800,29.0,10.9,8.1,5.3,
2018-12-04 22:29:00,1.596,2.213,50.4,5.6,44800,29.0,10.9,8.1,5.3,
2018-12-04 22:30:00,1.596,2.211,50.4,5.6,44800,29.0,10.9,8.1,5.2,
2018-12-04 22:31:00,1.597,2.208,50.4,5.6,44800,29.0,10.9,8.1,5.2,
2018-12-04 22:32:00,1.597,2.203,50.4,5.6,44800,29.0,10.9,8.1,5.2,
2018-12-04 22:33:00,1.595,2.2,50.4,5.6,44800,29.0,10.9,8.1,5.2,
2018-12-04 22:34:00,1.594,2.196,50.4,5.6,44800,29.0,10.9,8.1,5.2,
2018-12-04 22:35:00,1.594,2.204,50.4,5.6,44800,29.0,10.9,8.1,5.2,
2018-12-04 22:36:00,1.595,2.2,50.4,5.6,44900,29.0,10.9,8.1,5.5,
2018-12-04 22:37:00,1.596,2.198,50.4,5.6,44900,29.0,10.9,8.1,5.5,
2018-12-04 22:38:00,1.596,2.197,50.4,5.6,44900,29.0,10.9,8.1,5.5,
2018-12-04 22:39:00,1.597,2.202,50.4,5.6,44900,29.0,10.9,8.1,5.5,
2018-12-04 22:40:00,1.597,2.214,50.4,5.6,44900,29.0,10.9,8.1,5.5,
2018-12-04 22:41:00,1.595,2.218,50.4,5.6,44900,29.0,10.9,8.1,5.5,
2018-12-04 22:42:00,1.595,2.221,50.4,5.6,44800,29.0,11.0,8.1,5.2,
2018-12-04 22:43:00,1.598,2.223,50.4,5.6,44800,29.0,11.0,8.1,5.2,
2018-12-04 22:44:00,1.597,2.226,50.4,5.6,44800,29.0,11.0,8.1,5.2,
2018-12-04 22:45:00,1.599,2.227,50.4,5.6,44800,29.0,11.0,8.1,5.2,
2018-12-04 22:46:00,1.597,2.225,50.4,5.6,44800,29.0,11.0,8.1,5.2,
2018-12-04 22:47:00,1.598,2.222,50.4,5.6,44800,29.0,11.0,8.1,5.2,
2018-12-04 22:48:00,1.597,2.216,50.4,5.6,44900,29.0,10.9,8.1,5.3,
2018-12-04 22:49:00,1.597,2.207,50.4,5.6,44900,29.0,10.9,8.1,5.3,
2018-12-04 22:50:00,1.598,2.198,50.4,5.6,44900,29.0,10.9,8.1,5.3,
2018-12-04 22:51:00,1.597,2.197,50.4,5.6,44900,29.0,10.9,8.1,5.3,
2018-12-04 22:52:00,1.596,2.2,50.4,5.6,44900,29.0,10.9,8.1,5.3,
2018-12-04 22:53:00,1.597,2.206,50.4,5.6,44900,29.0,10.9,8.1,5.3,
2018-12-04 22:54:00,1.597,2.211,50.4,5.6,44800,29.0,10.9,8.1,5.3,
2018-12-04 22:55:00,1.598,2.205,50.4,5.6,44800,29.0,10.9,8.1,5.3,
2018-12-04 22:56:00,1.599,2.202,50.4,5.6,44800,29.0,10.9,8.1,5.3,
2018-12-04 22:57:00,1.597,2.206,50.4,5.6,44800,29.0,10.9,8.1,5.3,
2018-12-04 22:58:00,1.596,2.203,50.4,5.6,44800,29.0,10.9,8.1,5.3,
2018-12-04 22:59:00,1.596,2.203,50.4,5.6,44800,29.0,10.9,8.1,5.3,
2018-12-04 23:00:00,1.599,2.214,50.4,5.6,44900,29.0,11.0,8.1,5.1,
2018-12-04 23:01:00,1.599,2.215,50.4,5.6,44900,29.0,11.0,8.1,5.1,
2018-12-04 23:02:00,1.599,2.211,50.4,5.6,44900,29.0,11.0,8.1,5.1,
2018-12-04 23:03:00,1.597,2.212,50.4,5.6,44900,29.0,11.0,8.1,5.1,
2018-12-04 23:04:00,1.598,2.21,50.4,5.6,44900,29.0,11.0,8.1,5.1,
2018-12-04 23:05:00,1.599,2.213,50.4,5.6,44900,29.0,11.0,8.1,5.1,
2018-12-04 23:06:00,1.599,2.209,50.4,5.6,44900,29.0,10.9,8.1,5.1,
2018-12-04 23:07:00,1.597,2.216,50.4,5.6,44900,29.0,10.9,8.1,5.1,
2018-12-04 23:08:00,1.598,2.228,50.4,5.6,44900,29.0,10.9,8.1,5.1,
2018-12-04 23:09:00,1.598,2.23,50.4,5.6,44900,29.0,10.9,8.1,5.1,
2018-12-04 23:10:00,1.599,2.226,50.4,5.6,44900,29.0,10.9,8.1,5.1,
2018-12-04 23:11:00,1.599,2.204,50.4,5.6,44900,29.0,10.9,8.1,5.1,
2018-12-04 23:12:00,1.599,2.202,50.4,5.6,44800,29.0,10.9,8.1,5.3,
2018-12-04 23:13:00,1.6,2.199,50.4,5.6,44800,29.0,10.9,8.1,5.3,
2018-12-04 23:14:00,1.6,2.189,50.4,5.6,44800,29.0,10.9,8.1,5.3,
2018-12-04 23:15:00,1.599,2.187,50.4,5.6,44800,29.0,10.9,8.1,5.3,
2018-12-04 23:16:00,1.6,2.182,50.4,5.6,44800,29.0,10.9,8.1,5.3,
2018-12-04 23:17:00,1.601,2.186,50.4,5.6,44800,29.0,10.9,8.1,5.3,
2018-12-04 23:18:00,1.599,2.195,50.4,5.6,44800,29.0,10.9,8.1,5.1,
2018-12-04 23:19:00,1.599,2.201,50.4,5.6,44800,29.0,10.9,8.1,5.1,
2018-12-04 23:20:00,1.6,2.203,50.4,5.6,44800,29.0,10.9,8.1,5.1,
2018-12-04 23:21:00,1.599,2.199,50.4,5.6,44800,29.0,10.9,8.1,5.1,
2018-12-04 23:22:00,1.598,2.203,50.4,5.6,44800,29.0,10.9,8.1,5.1,
2018-12-04 23:23:00,1.598,2.206,50.4,5.6,44800,29.0,10.9,8.1,5.1,
2018-12-04 23:24:00,1.599,2.214,50.4,5.5,44900,29.0,10.9,8.1,5.2,
2018-12-04 23:25:00,1.599,2.214,50.4,5.5,44900,29.0,10.9,8.1,5.2,
2018-12-04 23:26:00,1.6,2.207,50.4,5.5,44900,29.0,10.9,8.1,5.2,
2018-12-04 23:27:00,1.6,2.212,50.4,5.5,44900,29.0,10.9,8.1,5.2,
2018-12-04 23:28:00,1.599,2.212,50.4,5.5,44900,29.0,10.9,8.1,5.2,
2018-12-04 23:29:00,1.598,2.216,50.4,5.5,44900,29.0,10.9,8.1,5.2,
2018-12-04 23:30:00,1.6,2.217,50.4,5.5,44800,29.0,10.9,8.1,5.4,
